,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
30-Mar-23,4.4193,5.46,4.8057,3.3342,4.8235,2.9658,3.2649,3.3289,56.2965,12.9161,8.1214,14.5117,0.3406,0.0294,117.7289,5.9457,0.6427,3.3289,0.0188,0.1087,2.7594,0.2111,5.3787,120.3303,1.5602,3.3543,0.143
31-Mar-23,4.417,5.4618,4.8101,3.3095,4.8221,2.9536,3.2583,3.3218,56.2679,12.9228,8.1232,14.476,0.3385,0.0295,117.6706,5.944,0.6427,3.3217,0.0188,0.1086,2.7648,0.211,5.3714,120.2658,1.5571,3.3574,0.1434
3-Apr-23,4.4215,5.453,4.794,3.3136,4.8185,2.962,3.2774,3.3193,56.3252,12.8569,8.0802,14.4345,0.336,0.0295,117.8658,5.9479,0.6418,3.3193,0.0189,0.1087,2.7572,0.2112,5.3693,120.3916,1.5528,3.3555,0.1429
4-Apr-23,4.4065,5.4973,4.8106,3.3155,4.8327,2.972,3.2824,3.3217,56.1348,12.8732,8.0764,14.4367,0.3349,0.0296,117.48,5.9263,0.6403,3.3215,0.0188,0.1085,2.7724,0.2105,5.36,119.9864,1.553,3.3448,0.1424
5-Apr-23,4.3985,5.4928,4.8168,3.346,4.8618,2.9463,3.2649,3.3187,56.0329,12.9807,8.0795,14.4282,0.3351,0.0295,117.248,5.9302,0.6393,3.3187,0.0187,0.1082,2.7781,0.2101,5.3646,119.7653,1.524,3.3533,0.1423
6-Apr-23,4.402,5.4884,4.7982,3.3494,4.867,2.9493,3.2656,3.3119,56.0768,12.9186,8.0756,14.4269,0.3333,0.0295,117.3319,5.9424,0.6399,3.3119,0.0188,0.1081,2.7662,0.2102,5.3714,119.8639,1.5279,3.357,0.1425
7-Apr-23,4.402,5.4754,4.805,3.3393,4.8692,2.9397,3.2583,3.3092,56.0768,12.9015,8.0785,14.4596,0.3343,0.0295,117.3319,5.9361,0.6403,3.3092,0.0188,0.1082,2.7568,0.2102,5.3795,119.8573,1.5694,3.36,0.1425
10-Apr-23,4.4085,5.4793,4.8106,3.3376,4.8683,2.9398,3.266,3.3165,56.1596,12.8443,8.0742,14.4764,0.3343,0.0296,117.5114,5.9433,0.6413,3.3165,0.0188,0.1083,2.7533,0.2106,5.3787,120.0408,1.5361,3.3614,0.1424
11-Apr-23,4.4165,5.4919,4.8171,3.3181,4.885,2.9456,3.2714,3.3163,56.2608,12.9053,8.0461,14.4832,0.3339,0.0297,117.7215,5.9526,0.6415,3.3163,0.0188,0.1084,2.7477,0.2109,5.3775,120.262,1.5289,3.3609,0.1434
12-Apr-23,4.4125,5.4799,4.8202,3.2972,4.8862,2.9385,3.2763,3.3128,56.2105,12.8954,7.9879,14.4563,0.3325,0.0297,117.6337,5.9474,0.6411,3.3128,0.0188,0.1083,2.7307,0.2107,5.3759,120.1563,1.5282,3.3599,0.1428
13-Apr-23,4.402,5.5117,4.8486,3.3054,4.9372,2.9595,3.2837,3.3211,56.0775,12.8563,7.9638,14.4259,0.3361,0.0298,117.346,5.9301,0.6403,3.3211,0.0188,0.1081,2.7453,0.2102,5.3765,119.8671,1.5467,3.3599,0.1425
14-Apr-23,4.403,5.5055,4.8691,3.3231,4.9572,2.9786,3.3036,3.3206,56.0902,12.8592,7.9606,14.4489,0.3379,0.03,117.3758,5.9514,0.6424,3.3206,0.0188,0.108,2.7688,0.2103,5.3881,119.8976,1.549,3.3618,0.1425
17-Apr-23,4.422,5.4736,4.8487,3.3006,4.9408,2.9619,3.3086,3.3192,56.3323,12.8677,7.9063,14.4818,0.3368,0.0299,117.8917,5.99,0.6436,3.3192,0.0188,0.1081,2.7394,0.2112,5.3953,120.4117,1.5752,3.3721,0.1431
18-Apr-23,4.4355,5.5171,4.8711,3.3065,4.9509,2.9882,3.3181,3.3311,56.5043,12.956,7.9008,14.5445,0.3369,0.0299,118.2595,5.985,0.6451,3.3311,0.0189,0.1088,2.7549,0.2118,5.4073,120.7892,1.5637,3.3796,0.1433
19-Apr-23,4.437,5.5179,4.8607,3.289,4.9391,2.9755,3.3056,3.3205,56.5248,12.8646,7.888,14.5038,0.3328,0.0299,118.2963,5.9864,0.6433,3.3205,0.0189,0.1088,2.745,0.2119,5.3975,120.8268,1.5819,3.3734,0.1434
20-Apr-23,4.4355,5.5191,4.8666,3.2935,4.9514,2.9762,3.2921,3.3247,56.5064,12.8883,7.9022,14.507,0.3351,0.0299,118.2453,5.971,0.6445,3.3248,0.0189,0.1087,2.736,0.2118,5.3986,120.7761,1.5856,3.3742,0.1435
25-Apr-23,4.4495,5.5503,4.9122,3.3177,5.0192,2.9658,3.2795,3.3316,56.6826,12.9563,8.0128,14.4864,0.333,0.03,118.6154,6.0062,0.6435,3.3316,0.0189,0.1084,2.7436,0.2125,5.433,121.1639,1.5691,3.3953,0.144
26-Apr-23,4.4575,5.5627,4.922,3.338,5.0093,2.9444,3.2717,3.3397,56.7845,13.0327,8.0142,14.52,0.3335,0.03,118.8302,6.0158,0.6441,3.3397,0.019,0.1084,2.732,0.2129,5.4517,121.3784,1.5935,3.4074,0.1443
27-Apr-23,4.459,5.5608,4.9281,3.3307,4.9966,2.9516,3.2719,3.3392,56.8029,13.0648,8.0025,14.5183,0.3328,0.0303,118.8797,6.0254,0.6442,3.3392,0.019,0.1083,2.7432,0.213,5.4577,121.4358,1.5717,3.411,0.1448
28-Apr-23,4.4585,5.5533,4.9003,3.2874,4.9782,2.935,3.2637,3.3348,56.7973,13.0748,8.0362,14.49,0.3327,0.0304,118.8711,6.0239,0.644,3.3348,0.019,0.108,2.7326,0.2129,5.4481,121.4189,1.5716,3.4046,0.1443
2-May-23,4.4625,5.565,4.8974,3.2451,4.968,2.9879,3.2889,3.3416,56.8475,13.0511,8.0551,14.4823,0.3326,0.0303,118.9968,6.014,0.6456,3.3416,0.019,0.108,2.7634,0.2131,5.4491,121.5179,1.5719,3.4054,0.1444
3-May-23,4.4525,5.5745,4.9156,3.2817,5.0152,2.966,3.2689,3.3428,56.7201,13.0879,8.0472,14.5023,0.3338,0.0303,118.7207,5.987,0.6442,3.3428,0.019,0.1077,2.7757,0.2127,5.4428,121.2555,1.5699,3.4016,0.1446
5-May-23,4.437,5.5942,4.8927,3.3074,4.9748,2.9857,3.2867,3.3488,56.5327,13.1263,8.0235,14.473,0.3368,0.0302,118.3074,5.9998,0.642,3.3488,0.0189,0.1074,2.7935,0.2119,5.4293,120.8202,1.585,3.3899,0.1434
8-May-23,4.437,5.6075,4.8969,3.2875,4.9938,3.0107,3.3231,3.3496,56.5356,13.1107,8.0264,14.4627,0.3357,0.0302,118.3137,5.996,0.6414,3.3496,0.0189,0.1073,2.8057,0.2119,5.4257,120.8301,1.5828,3.391,0.1436
9-May-23,4.439,5.5974,4.8736,3.2871,4.9753,2.9997,3.3186,3.346,56.5683,13.1565,7.9552,14.4452,0.3347,0.0301,118.367,6.0012,0.6409,3.346,0.0189,0.1072,2.8103,0.212,5.4042,120.8845,1.5589,3.3778,0.1437
10-May-23,4.457,5.6256,4.8813,3.295,5.0042,3.0096,3.3276,3.3555,56.8978,13.2128,8.0035,14.5212,0.3366,0.0303,118.8391,6.0136,0.6435,3.3555,0.019,0.1078,2.8217,0.2129,5.4301,121.3747,1.5382,3.394,0.1442
11-May-23,4.4635,5.6169,4.8779,3.3111,4.988,3.0057,3.3287,3.3594,56.9509,13.2252,8.0092,14.5197,0.3355,0.0303,119.0124,6.0157,0.6434,3.3594,0.019,0.108,2.8316,0.2132,5.4372,121.5517,1.5029,3.398,0.1442
12-May-23,4.4755,5.6087,4.8846,3.3207,5.0188,2.9948,3.3174,3.3566,57.0698,13.1807,8.0134,14.5351,0.3351,0.0303,119.3403,6.0266,0.644,3.3566,0.0191,0.1084,2.7941,0.2138,5.4442,121.8785,1.5898,3.4024,0.1448
15-May-23,4.5005,5.6207,4.8911,3.3068,5.0167,3.0084,3.3295,3.3642,57.412,13.3407,8.0266,14.6002,0.3362,0.0304,120.0021,6.053,0.6472,3.3642,0.0192,0.1088,2.7993,0.215,5.4646,122.561,1.5802,3.4153,0.1456
16-May-23,4.4995,5.6343,4.9006,3.3122,5.0395,3.0097,3.3439,3.3679,57.4147,13.2514,8.0255,14.6059,0.3361,0.0304,119.9835,6.0413,0.6459,3.3679,0.0192,0.1091,2.812,0.2149,5.4701,122.5321,1.5799,3.4191,0.1456
17-May-23,4.5245,5.6226,4.8998,3.3015,5.0255,3.0036,3.3495,3.3668,57.7934,13.2131,8.0579,14.689,0.338,0.0304,120.6469,6.0783,0.6463,3.3668,0.0193,0.1097,2.8222,0.2161,5.4891,123.2162,1.5862,3.4305,0.1464
18-May-23,4.5355,5.641,4.9061,3.292,5.0369,3.0082,3.3656,3.3721,57.9283,13.2163,8.1063,14.7422,0.3393,0.0305,120.937,6.0711,0.6452,3.3721,0.0193,0.11,2.8302,0.2166,5.4931,123.5175,1.5889,3.4333,0.1468
19-May-23,4.537,5.63,4.8945,3.2835,5.0244,3.0176,3.3667,3.3709,58.0576,13.1765,8.144,14.8207,0.3419,0.0304,120.977,6.064,0.646,3.3709,0.0193,0.1101,2.8452,0.2167,5.4834,123.5533,1.5891,3.4274,0.1468
22-May-23,4.5475,5.658,4.9163,3.2992,5.077,3.0198,3.37,3.3808,58.1433,13.207,8.1453,14.8282,0.3458,0.0305,121.2602,6.0751,0.647,3.3805,0.0194,0.1104,2.8561,0.2172,5.4907,123.8392,1.6056,3.4317,0.1472
23-May-23,4.57,5.6714,4.937,3.3036,5.0817,3.0295,3.3774,3.3976,58.3437,13.1776,8.2017,14.8584,0.3471,0.0307,121.8634,6.1097,0.6483,3.3976,0.0195,0.1108,2.8649,0.2183,5.5174,124.452,1.5936,3.4487,0.1477
24-May-23,4.5905,5.7023,4.9476,3.3126,5.089,3.0205,3.3906,3.4093,58.6155,13.3058,8.2341,14.9091,0.3486,0.0308,122.4003,6.1229,0.6522,3.4093,0.0196,0.1113,2.819,0.2193,5.55,125.0068,1.5995,3.4687,0.1486
25-May-23,4.624,5.719,4.9583,3.3148,5.1049,3.0202,3.401,3.4192,59.0282,13.3574,8.2616,15.0106,0.3483,0.0309,123.2935,6.1639,0.654,3.4192,0.0197,0.1122,2.8139,0.2209,5.588,125.9157,1.6384,3.4923,0.1496
26-May-23,4.6075,5.6916,4.9448,3.2983,5.0971,3.0055,3.3808,3.4075,58.8183,13.2925,8.2468,14.9881,0.3472,0.0308,122.8568,6.1299,0.6526,3.4075,0.0196,0.1117,2.7981,0.2201,5.5749,125.4766,1.636,3.4845,0.1491
29-May-23,4.6065,5.6874,4.9402,3.2827,5.0994,3.014,3.3894,3.4048,58.8325,13.2618,8.2098,15.0372,0.3482,0.0308,122.8285,6.1341,0.6509,3.4048,0.0196,0.1117,2.7925,0.22,5.576,125.4357,1.6143,3.4845,0.1491
30-May-23,4.6075,5.7025,4.9321,3.2872,5.0926,3.0147,3.3916,3.4045,58.8318,13.2371,8.1708,15.0542,0.3484,0.0307,122.8568,6.1354,0.6502,3.4045,0.0196,0.1117,2.788,0.2201,5.5696,125.4458,1.6103,3.4804,0.1491
31-May-23,4.6225,5.7102,4.928,3.3028,5.0724,2.9945,3.3879,3.4113,59.006,13.2916,8.2207,15.0311,0.3481,0.0308,123.247,6.152,0.6503,3.4113,0.0197,0.112,2.7717,0.2208,5.5897,125.8474,1.6197,3.4934,0.1494
1-Jun-23,4.6155,5.7378,4.9326,3.3016,5.0714,3.0024,3.3995,3.4107,58.9181,13.2601,8.2068,15.0117,0.3491,0.0308,123.0538,6.1269,0.6487,3.4104,0.0197,0.1117,2.7723,0.2204,5.5984,125.6619,1.6375,3.4987,0.1494
2-Jun-23,4.585,5.748,4.9401,3.3027,5.0694,3.0392,3.419,3.4117,58.5127,13.2774,8.1992,14.9548,0.352,0.0306,122.2569,6.098,0.6494,3.4117,0.0195,0.111,2.8005,0.219,5.5695,124.8298,1.6064,3.4802,0.1484
6-Jun-23,4.605,5.7201,4.9269,3.3078,5.0822,3.0653,3.4303,3.414,58.7189,13.2385,8.1896,14.9798,0.3539,0.031,122.7935,6.1161,0.6469,3.414,0.0196,0.1112,2.8008,0.2199,5.5735,125.3761,1.6087,3.4827,0.149
7-Jun-23,4.604,5.7276,4.9228,3.3036,5.0797,3.0805,3.4386,3.4162,58.7204,13.2365,8.2112,14.9733,0.3533,0.0309,122.7635,6.1191,0.6465,3.4161,0.0196,0.1113,2.7988,0.2199,5.5798,125.3506,1.6049,3.4872,0.1488
8-Jun-23,4.6185,5.763,4.9543,3.3052,5.0828,3.0889,3.4633,3.4296,58.9342,13.2544,8.2297,15.0273,0.3548,0.031,123.1469,6.1437,0.6478,3.4296,0.0197,0.1115,2.806,0.2206,5.5955,125.7419,1.6115,3.4966,0.1492
9-Jun-23,4.6125,5.7855,4.9647,3.3028,5.1222,3.0978,3.4587,3.4333,58.8258,13.3194,8.2249,15.0063,0.3569,0.0311,122.9836,6.135,0.6475,3.4333,0.0196,0.1114,2.8113,0.2203,5.5901,125.5785,1.628,3.4941,0.149
12-Jun-23,4.6175,5.8139,4.9763,3.3171,5.1169,3.127,3.4672,3.4424,58.9226,13.357,8.2367,15.0158,0.3596,0.0311,123.1202,6.151,0.6468,3.4424,0.0197,0.1115,2.8384,0.2205,5.6012,125.7164,1.6059,3.5006,0.1494
13-Jun-23,4.6175,5.8024,4.9901,3.3094,5.1039,3.1302,3.4583,3.4447,58.9422,13.3608,8.2514,15.0542,0.3624,0.0311,123.1202,6.1543,0.6457,3.4447,0.0196,0.1117,2.8379,0.2205,5.6055,125.7181,1.6047,3.5035,0.1494
14-Jun-23,4.6195,5.8367,4.9902,3.3002,5.1089,3.1341,3.4759,3.4431,58.9937,13.329,8.2698,15.0223,0.3616,0.031,123.167,6.1592,0.6451,3.4431,0.0197,0.1119,2.8493,0.2206,5.6257,125.7726,1.6256,3.5155,0.1495
15-Jun-23,4.632,5.8646,5.0178,3.2787,5.1284,3.1539,3.4757,3.4499,59.1817,13.3065,8.2759,15.0504,0.3617,0.031,123.5134,6.1782,0.6472,3.4499,0.0197,0.1121,2.8607,0.2212,5.6416,126.1129,1.6123,3.5258,0.1499
16-Jun-23,4.6145,5.9047,5.0531,3.2719,5.1799,3.1769,3.4903,3.452,58.9641,13.3184,8.2638,15.0285,0.3623,0.0309,123.0304,6.1587,0.6486,3.452,0.0196,0.1117,2.8785,0.2204,5.6359,125.6347,1.6073,3.5217,0.1493
19-Jun-23,4.626,5.9296,5.0558,3.2606,5.1704,3.1762,3.5059,3.4521,59.1889,13.3008,8.3007,15.0063,0.3611,0.0309,123.3403,6.2028,0.6464,3.4521,0.0197,0.112,2.8804,0.2209,5.648,125.9478,1.631,3.5295,0.1495
20-Jun-23,4.6375,5.9286,5.0725,3.2763,5.1706,3.1505,3.5085,3.457,59.2853,13.3607,8.3438,14.9955,0.3607,0.0309,123.6205,6.2182,0.6463,3.457,0.0197,0.1121,2.8697,0.2215,5.6481,126.2626,1.6153,3.5296,0.1498
21-Jun-23,4.643,5.9059,5.0725,3.2694,5.177,3.1398,3.5085,3.4549,59.3245,13.3209,8.347,14.9987,0.3589,0.0311,123.7803,6.2128,0.6455,3.4547,0.0197,0.1122,2.861,0.2218,5.6611,126.4072,1.6185,3.5378,0.1503
22-Jun-23,4.651,5.9424,5.1128,3.2759,5.2025,3.1571,3.5377,3.4671,59.3986,13.281,8.3614,15.0265,0.3591,0.0311,123.987,6.2173,0.6478,3.4671,0.0198,0.1124,2.8869,0.2221,5.6769,126.6233,1.6225,3.5479,0.1503
23-Jun-23,4.6765,5.9399,5.0738,3.2688,5.1935,3.1281,3.5413,3.4573,59.7296,13.278,8.3868,15.0525,0.3569,0.0312,124.6651,6.2704,0.6514,3.4573,0.0199,0.113,2.8669,0.2234,5.6999,127.3193,1.6323,3.5628,0.1513
26-Jun-23,4.6765,5.9562,5.0939,3.2667,5.2243,3.119,3.551,3.4573,59.7483,13.2893,8.3914,15.069,0.3575,0.0311,124.6668,6.2356,0.6467,3.4573,0.0199,0.1132,2.8817,0.2234,5.7024,127.321,1.6524,3.564,0.1512
27-Jun-23,4.665,5.9423,5.1035,3.246,5.2135,3.12,3.5508,3.457,59.5569,13.2303,8.4251,15.0275,0.3584,0.0311,124.3834,6.2249,0.6466,3.457,0.0198,0.1128,2.8811,0.2228,5.6878,127.0079,1.6543,3.5547,0.151
28-Jun-23,4.672,5.9388,5.117,3.2425,5.2216,3.0996,3.5335,3.4568,59.6447,13.1347,8.4607,15.0129,0.3567,0.0312,124.5435,6.2431,0.6448,3.4568,0.0198,0.1129,2.8452,0.2231,5.6943,127.195,1.6301,3.5596,0.1512
30-Jun-23,4.665,5.8849,5.0564,3.2254,5.1764,3.0871,3.5185,3.4379,59.5352,13.1427,8.445,14.9654,0.3528,0.0311,124.3834,6.2226,0.642,3.4379,0.0198,0.1126,2.8359,0.2228,5.6861,127.0114,1.628,3.5536,0.151
3-Jul-23,4.672,5.9199,5.0864,3.2282,5.1975,3.1104,3.5217,3.4558,59.6367,13.2756,8.4469,15.0066,0.3575,0.0311,124.5518,6.2141,0.6448,3.4558,0.0198,0.113,2.8712,0.2231,5.7036,127.1985,1.6307,3.5638,0.1512
4-Jul-23,4.6525,5.9068,5.0689,3.2223,5.1937,3.1079,3.5146,3.448,59.4102,13.3405,8.43,14.9574,0.3579,0.031,124.0518,6.1882,0.6446,3.448,0.0196,0.1124,2.8734,0.2222,5.6731,126.6676,1.6918,3.5454,0.1503
5-Jul-23,4.653,5.9149,5.0662,3.2231,5.1815,3.1045,3.5056,3.442,59.472,13.34,8.3974,14.936,0.358,0.031,124.0585,6.1888,0.6424,3.442,0.0196,0.1124,2.8802,0.2222,5.6597,126.6812,1.6798,3.5372,0.1506
6-Jul-23,4.663,5.9271,5.0659,3.2381,5.195,3.1098,3.5068,3.4493,59.657,13.2887,8.3912,14.9259,0.3579,0.031,124.3086,6.2121,0.6437,3.4493,0.0196,0.1126,2.8887,0.2227,5.6496,126.9673,1.6849,3.5314,0.1509
7-Jul-23,4.6655,5.9415,5.0749,3.2634,5.2082,3.0979,3.4882,3.453,59.5975,13.2656,8.3874,14.9105,0.3574,0.0308,124.3669,6.2217,0.645,3.453,0.0197,0.1127,2.8844,0.2228,5.639,127.0181,1.7013,3.5243,0.151
10-Jul-23,4.67,5.986,5.1204,3.2815,5.2504,3.1039,3.5166,3.464,59.6523,13.2916,8.3887,14.8804,0.3578,0.0307,124.4869,6.2305,0.6456,3.464,0.0197,0.1131,2.8898,0.223,5.6518,127.1492,1.6918,3.5328,0.1511
11-Jul-23,4.664,6.01,5.132,3.3183,5.2877,3.109,3.5128,3.4746,59.5814,13.3869,8.437,14.8981,0.3604,0.0308,124.3385,6.2374,0.6473,3.4746,0.0197,0.1126,2.8852,0.2228,5.6572,126.9807,1.6976,3.5363,0.1508
12-Jul-23,4.651,6.0149,5.1268,3.3315,5.297,3.1106,3.5202,3.4754,59.4073,13.3228,8.4671,14.8661,0.3606,0.0308,123.987,6.243,0.6469,3.4754,0.0196,0.1124,2.8827,0.2221,5.6508,126.6267,1.6791,3.5314,0.1505
13-Jul-23,4.5945,5.9924,5.1279,3.3201,5.3233,3.1447,3.4911,3.4651,58.7295,13.2952,8.4287,14.844,0.362,0.0307,122.4678,6.1739,0.6414,3.4651,0.0194,0.111,2.92,0.2194,5.5972,125.0868,1.6877,3.4982,0.1484
14-Jul-23,4.5295,5.9434,5.0875,3.2748,5.2822,3.1129,3.4524,3.4318,57.9461,13.0948,8.3278,14.66,0.3578,0.0303,120.7287,6.1232,0.6347,3.4318,0.0192,0.1094,2.8871,0.2163,5.5145,123.3222,1.6532,3.4465,0.1466
17-Jul-23,4.54,5.9447,5.1021,3.2802,5.2846,3.0945,3.4339,3.4367,58.1031,13.11,8.3487,14.635,0.3586,0.0303,121.0021,6.1495,0.6333,3.4367,0.0192,0.1096,2.8802,0.2168,5.5321,123.6047,1.6495,3.4577,0.1468
18-Jul-23,4.5395,5.9372,5.1013,3.2832,5.2825,3.0905,3.4356,3.4341,58.0956,13.2656,8.3431,14.6558,0.3598,0.0303,120.992,6.1481,0.6327,3.4341,0.0192,0.1096,2.8572,0.2168,5.5334,123.5877,1.6257,3.4585,0.1469
20-Jul-23,4.55,5.8802,5.1001,3.2627,5.3018,3.1081,3.4668,3.439,58.2411,13.3706,8.344,14.634,0.3576,0.0304,121.2961,6.1434,0.6335,3.439,0.0192,0.1098,2.8599,0.2173,5.5457,123.8803,1.6182,3.4661,0.1477
21-Jul-23,4.5625,5.8669,5.0772,3.215,5.266,3.0779,3.4622,3.4314,58.3709,13.2535,8.3311,14.5944,0.3552,0.0304,121.6472,6.1642,0.6352,3.4314,0.0193,0.1102,2.8249,0.2179,5.5638,124.2156,1.6109,3.4773,0.1481
24-Jul-23,4.578,5.8672,5.0683,3.2366,5.2754,3.0815,3.4681,3.4368,58.5977,13.2888,8.3693,14.5964,0.3571,0.0305,122.0523,6.1615,0.6355,3.4368,0.0193,0.1103,2.8347,0.2187,5.5903,124.6376,1.5903,3.494,0.1479
25-Jul-23,4.5605,5.8607,5.0462,3.2265,5.2534,3.0909,3.4646,3.4354,58.3845,13.2035,8.3602,14.5638,0.3579,0.0304,121.5825,6.1324,0.6388,3.4354,0.0193,0.1101,2.8359,0.2178,5.5731,124.1662,1.6017,3.4826,0.1476
26-Jul-23,4.552,5.8769,5.0418,3.2437,5.2774,3.0794,3.4491,3.4316,58.3317,13.2789,8.3339,14.565,0.3575,0.0303,121.3511,6.1169,0.6366,3.4316,0.0192,0.1099,2.8316,0.2174,5.551,123.9348,1.6071,3.4691,0.1471
27-Jul-23,4.5215,5.8746,5.0365,3.2305,5.2827,3.0805,3.4347,3.419,57.9668,13.2615,8.2872,14.4609,0.354,0.0301,120.538,6.0875,0.6331,3.419,0.0191,0.1092,2.8282,0.216,5.519,123.0993,1.579,3.449,0.1461
28-Jul-23,4.5555,5.834,4.9935,3.261,5.2296,3.0262,3.4405,3.4171,58.4177,13.37,8.2963,14.5107,0.3556,0.0302,121.4395,6.145,0.6363,3.417,0.0192,0.11,2.7939,0.2176,5.5376,124.025,1.5905,3.461,0.1474
31-Jul-23,4.503,5.7873,4.9693,3.1617,5.1726,3.0143,3.4026,3.3851,57.7156,13.1446,8.1992,14.3098,0.3532,0.0299,120.04,6.0478,0.6301,3.3851,0.019,0.1089,2.7887,0.2151,5.4742,122.5957,1.5724,3.4212,0.1457
1-Aug-23,4.5175,5.7941,4.9582,3.1658,5.1632,2.9976,3.4084,3.3872,57.9583,13.2226,8.2346,14.3018,0.3506,0.0299,120.3992,6.0667,0.6303,3.3871,0.0191,0.1091,2.7823,0.2158,5.4906,122.9904,1.574,3.4317,0.146
2-Aug-23,4.54,5.8053,4.9867,3.1892,5.1762,2.9891,3.4105,3.3943,58.2167,13.2352,8.2351,14.3662,0.3503,0.0299,121.0021,6.0823,0.6321,3.3943,0.0191,0.1096,2.7753,0.2168,5.4984,123.603,1.5704,3.4365,0.1468
3-Aug-23,4.559,5.779,4.9807,3.1916,5.1972,2.9716,3.4081,3.392,58.4146,13.1478,8.2026,14.3958,0.3499,0.03,121.52,6.105,0.6342,3.3922,0.0192,0.1099,2.7664,0.2177,5.5085,124.1203,1.6082,3.4426,0.1475
4-Aug-23,4.553,5.7823,4.9812,3.1914,5.188,2.9859,3.4059,3.3907,58.3109,13.0974,8.1697,14.3646,0.348,0.03,121.3616,6.0847,0.634,3.3907,0.0192,0.1098,2.7673,0.2175,5.4983,123.9569,1.6082,3.4361,0.1471
7-Aug-23,4.56,5.8037,5.0046,3.2044,5.2073,2.9936,3.4069,3.3996,58.4095,13.1025,8.1298,14.3794,0.349,0.03,121.5546,6.0963,0.6344,3.3996,0.0192,0.1103,2.7782,0.2178,5.5115,124.1458,1.5875,3.4448,0.1473
8-Aug-23,4.5825,5.8441,5.0339,3.2024,5.2443,2.9908,3.414,3.4067,58.6857,13.1032,8.1481,14.4099,0.3481,0.0301,122.1544,6.1332,0.6357,3.4067,0.0193,0.1105,2.7795,0.2189,5.5341,124.7584,1.5928,3.4588,0.1483
9-Aug-23,4.57,5.8288,5.0197,3.1894,5.2241,2.9965,3.4059,3.4002,58.4556,13.0974,8.1302,14.4005,0.3485,0.0301,121.805,6.1066,0.6346,3.4002,0.0192,0.1102,2.7783,0.2183,5.5188,124.4215,1.5907,3.4493,0.1479
10-Aug-23,4.572,5.8325,5.0379,3.1793,5.2353,2.9956,3.4099,3.3966,58.4946,13.0442,8.1352,14.4032,0.3479,0.0301,121.8583,6.1149,0.6342,3.3966,0.0193,0.1103,2.7747,0.2184,5.5207,124.4793,1.5918,3.4504,0.148
11-Aug-23,4.583,5.8232,5.0408,3.1695,5.2282,2.9895,3.4084,3.3967,58.6421,13.07,8.1345,14.4009,0.3457,0.0301,122.1498,6.1385,0.6338,3.3967,0.0193,0.1105,2.7548,0.2189,5.534,124.7788,1.6086,3.4587,0.1483
14-Aug-23,4.6125,5.857,5.0491,3.1822,5.26,2.9926,3.4294,3.407,59.009,13.1588,8.1128,14.4432,0.3462,0.0301,122.9443,6.1646,0.6358,3.407,0.0194,0.111,2.7585,0.2203,5.5578,125.5768,1.6199,3.4744,0.1493
15-Aug-23,4.6375,5.8952,5.0676,3.184,5.2943,3.0032,3.4393,3.4175,59.2807,13.1077,8.161,14.5315,0.3466,0.0302,123.6403,6.1853,0.6365,3.4175,0.0193,0.1118,2.7672,0.2215,5.5613,126.2558,1.5915,3.4942,0.1501
16-Aug-23,4.6295,5.9065,5.0587,3.1812,5.2728,2.9964,3.4341,3.4117,59.135,13.1073,8.162,14.5112,0.3466,0.0303,123.4435,6.1681,0.6347,3.4117,0.0193,0.1116,2.7715,0.2211,5.5649,126.0517,1.5628,3.4882,0.1498
17-Aug-23,4.649,5.9103,5.0549,3.1785,5.2866,2.9735,3.4363,3.4142,59.3844,13.1032,8.1935,14.5368,0.3463,0.0304,123.9733,6.1913,0.6356,3.4142,0.0195,0.1121,2.7562,0.222,5.5928,126.5723,1.568,3.4954,0.1509
18-Aug-23,4.6475,5.9114,5.0509,3.1923,5.2789,2.9735,3.4317,3.4222,59.3425,13.1332,8.2681,14.5498,0.3467,0.0304,123.9367,6.1845,0.6372,3.4222,0.0195,0.112,2.7532,0.222,5.5914,126.5297,1.5648,3.4945,0.1504
21-Aug-23,4.652,5.918,5.0642,3.1934,5.2846,2.9768,3.4379,3.4263,59.3663,13.1944,8.2614,14.5507,0.3462,0.0304,124.0318,6.1866,0.6367,3.4263,0.0195,0.1122,2.751,0.2222,5.5971,126.6574,1.5657,3.4981,0.1506
22-Aug-23,4.648,5.9411,5.071,3.1918,5.2963,2.9924,3.4351,3.4309,59.3095,13.2611,8.2734,14.5475,0.3476,0.0303,123.9087,6.1878,0.6373,3.4309,0.0194,0.1118,2.7683,0.222,5.6009,126.5433,1.5519,3.5008,0.1504
23-Aug-23,4.6548,5.9018,5.036,3.2021,5.2871,2.9932,3.4352,3.4298,59.3676,13.2955,8.1979,14.5721,0.3476,0.0304,124.087,6.1957,0.6384,3.4298,0.0194,0.112,2.7677,0.2223,5.6197,126.7254,1.5522,3.5121,0.1506
24-Aug-23,4.645,5.8982,5.0454,3.1967,5.282,2.9997,3.4325,3.434,59.2369,13.2961,8.1879,14.6308,0.352,0.0305,123.8237,6.1648,0.6383,3.434,0.0194,0.1117,2.7642,0.2219,5.6303,126.4599,1.5465,3.518,0.1508
