,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
4-Jan-16,4.349,6.4235,4.7506,3.6545,4.3722,3.1395,3.1211,3.0547,56.1093,12.0271,9.2316,13.1308,0.3657,0.0312,115.9115,6.0265,0.666,3.0545,0.0193,0.1069,2.9412,0.335,6.5335,118.403,4.1484,4.0833,0.5554
5-Jan-16,4.3425,6.3776,4.6853,3.644,4.3194,3.1212,3.117,3.048,56.0239,12.0224,9.2541,13.109,0.365,0.0313,115.7383,6.0256,0.6657,3.048,0.0193,0.1067,2.9136,0.3353,6.5225,118.2244,4.1404,4.0768,0.5546
6-Jan-16,4.3925,6.4293,4.716,3.7041,4.3527,3.113,3.1187,3.0617,56.665,12.1239,9.3413,13.206,0.366,0.0315,117.0085,6.0597,0.6699,3.0618,0.0196,0.1079,2.9195,0.3394,6.5707,119.5857,4.1895,4.1082,0.561
7-Jan-16,4.3935,6.4073,4.7467,3.7358,4.3695,3.0875,3.1084,3.0574,56.6713,12.11,9.331,13.1983,0.3663,0.0315,117.004,6.0614,0.6667,3.0572,0.0195,0.1079,2.9177,0.3398,6.5773,119.6129,4.1881,4.1112,0.5611
8-Jan-16,4.385,6.4093,4.7672,3.7043,4.3854,3.0846,3.107,3.0512,56.5092,12.0766,9.2903,13.1482,0.3655,0.0315,116.7466,6.0703,0.6656,3.0513,0.0195,0.1078,2.9123,0.3394,6.5698,119.3815,4.1798,4.1062,0.56
11-Jan-16,4.375,6.3739,4.762,3.7122,4.3835,3.0645,3.0984,3.0469,56.3938,12.0623,9.2534,13.1249,0.3631,0.0315,116.5734,6.0565,0.6655,3.0464,0.0195,0.1079,2.8715,0.3391,6.5577,119.1108,4.1704,4.0985,0.5587
12-Jan-16,4.4075,6.4067,4.7976,3.7522,4.4172,3.0674,3.0931,3.0625,56.8072,12.1285,9.2936,13.1764,0.3636,0.0317,117.4191,6.1069,0.6703,3.0625,0.0197,0.1086,2.8779,0.3417,6.5847,119.9956,4.2018,4.1155,0.5629
13-Jan-16,4.379,6.3307,4.7394,3.7015,4.3531,3.08,3.0834,3.054,56.4308,12.08,9.2117,13.1224,0.364,0.0317,116.6179,6.0524,0.6659,3.0535,0.0195,0.1079,2.8785,0.34,6.5544,119.223,4.1745,4.0965,0.5593
14-Jan-16,4.39,6.326,4.7906,3.7293,4.3671,3.0434,3.0547,3.05,56.4736,12.097,9.1899,13.0992,0.3615,0.0316,117.0667,6.0581,0.6662,3.0503,0.0196,0.1081,2.8432,0.3398,6.5371,119.5192,4.1843,4.0856,0.5607
15-Jan-16,4.4,6.3171,4.7964,3.749,4.3871,3.0307,3.0326,3.0514,56.4584,12.1079,9.2166,13.0974,0.362,0.0317,117.36,6.0937,0.668,3.0507,0.0196,0.1084,2.818,0.34,6.5171,119.7964,4.1943,4.0731,0.5619
18-Jan-16,4.3965,6.2874,4.7878,3.7463,4.3683,3.0301,3.0302,3.0558,56.3903,12.1077,9.2112,13.0963,0.3633,0.0316,117.2369,6.0828,0.6683,3.0559,0.0196,0.1083,2.8426,0.34,6.5035,119.688,4.1911,4.0646,0.5615
19-Jan-16,4.365,6.2428,4.7506,3.7046,4.3353,3.0173,3.019,3.0408,55.9089,12.0323,9.1567,12.9992,0.3619,0.0314,116.3954,6.0392,0.6634,3.0408,0.0195,0.1076,2.8215,0.3384,6.4585,118.8402,4.1609,4.0361,0.5575
20-Jan-16,4.3965,6.2151,4.8197,3.7876,4.3976,3.0035,2.9936,3.0511,56.2281,12.1082,9.168,13.0168,0.3615,0.0315,117.2244,6.0704,0.6682,3.0512,0.0196,0.1086,2.7933,0.3405,6.4522,119.7011,4.1909,4.0329,0.5615
21-Jan-16,4.3825,6.2083,4.7767,3.7507,4.3629,3.0202,3.0217,3.0463,56.0834,12.083,9.1579,12.9819,0.3612,0.0315,116.7267,6.0586,0.6661,3.0466,0.0196,0.1079,2.8116,0.3389,6.4449,119.3166,4.178,4.0281,0.5597
22-Jan-16,4.2995,6.1313,4.6622,3.6343,4.2607,3.0202,3.025,3.0115,55.1908,11.9339,9.0099,12.8343,0.3589,0.0311,114.5572,5.9402,0.6535,3.0117,0.0192,0.1059,2.8011,0.332,6.3522,117.0553,4.0987,3.9702,0.5491
26-Jan-16,4.2915,6.089,4.6541,3.6349,4.2329,2.9839,3.0015,2.999,55.0513,11.9275,8.9304,12.7809,0.3562,0.0309,114.3943,5.9128,0.652,2.9992,0.0192,0.1058,2.7674,0.3327,6.3274,116.8375,4.0907,3.9445,0.5481
27-Jan-16,4.2565,6.0904,4.6253,3.6006,4.1911,2.9908,3.0112,2.9807,54.6423,11.883,8.903,12.6593,0.3538,0.0307,113.4613,5.8657,0.6471,2.9807,0.0191,0.1049,2.7657,0.331,6.2626,115.8846,4.0575,3.914,0.5436
28-Jan-16,4.207,6.0009,4.5863,3.5426,4.1444,2.9788,2.9896,2.95,53.9989,11.7383,8.816,12.5259,0.3489,0.0303,112.1419,5.8104,0.6397,2.9502,0.0189,0.1037,2.7175,0.3266,6.1827,114.5385,4.0099,3.8642,0.5373
29-Jan-16,4.155,5.9676,4.5267,3.4383,4.0757,2.9532,2.9654,2.9187,53.3376,11.6321,8.7034,12.442,0.3448,0.0302,110.8,5.7439,0.6316,2.9185,0.0187,0.1025,2.7039,0.3201,6.1148,113.1212,3.9611,3.8217,0.5306
2-Feb-16,4.2075,6.042,4.5929,3.4872,4.1288,2.9715,2.9974,2.9514,54.0914,11.7841,8.8014,12.5691,0.3481,0.0307,112.1552,5.7972,0.6395,2.9514,0.0189,0.1038,2.7324,0.3282,6.1916,114.5537,4.0108,3.8697,0.5374
3-Feb-16,4.22,6.0753,4.6036,3.5183,4.1413,2.98,3.009,2.9519,54.1644,11.7844,8.8174,12.5771,0.3471,0.0306,112.4884,5.8332,0.6415,2.9513,0.0189,0.1041,2.7801,0.3302,6.1995,114.8909,4.0273,3.8744,0.5389
4-Feb-16,4.153,6.0771,4.6231,3.5276,4.1365,2.9904,3.0219,2.9462,53.3359,11.6682,8.7147,12.4715,0.3467,0.0305,110.7319,5.7487,0.6314,2.9398,0.0186,0.1025,2.7781,0.3262,6.1367,113.0653,3.9766,3.8331,0.5304
5-Feb-16,4.157,6.0391,4.6536,3.5562,4.1888,2.987,3.0266,2.9714,53.3619,11.7082,8.7213,12.5211,0.3478,0.0305,110.8386,5.809,0.6327,2.9714,0.0186,0.1025,2.7835,0.3302,6.1408,113.1788,3.9615,3.8381,0.5309
10-Feb-16,4.1185,5.9712,4.6372,3.5843,4.2267,2.9262,2.9729,2.9591,52.8257,11.6449,8.6769,12.4164,0.3445,0.0306,109.8121,5.7644,0.6265,2.9587,0.0185,0.1018,2.7427,0.337,6.0709,112.1199,3.9353,3.7945,0.526
11-Feb-16,4.1445,5.982,4.6899,3.7147,4.2747,2.9099,2.9665,2.9817,53.2308,11.7616,8.7152,12.5534,0.3446,0.0308,110.5053,5.8135,0.6304,2.9812,0.0186,0.1024,2.7403,0.3397,6.0781,112.8369,3.9602,3.7989,0.5293
12-Feb-16,4.17,6.0503,4.7038,3.703,4.2701,2.9599,2.9968,2.9874,53.5398,11.7192,8.7808,12.6268,0.3456,0.0309,111.1852,5.8729,0.6343,2.988,0.0187,0.1032,2.7764,0.3418,6.1102,113.5312,3.9906,3.8189,0.5326
15-Feb-16,4.1295,5.9847,4.6226,3.6286,4.1984,2.9514,2.9853,2.9528,53.0453,11.59,8.6992,12.4947,0.3416,0.0309,110.098,5.8053,0.6357,2.9528,0.0185,0.1022,2.7521,0.3376,6.063,112.4301,3.949,3.7894,0.5274
16-Feb-16,4.1525,6.0217,4.639,3.6308,4.2085,2.9792,3.0274,2.9619,53.3185,11.6586,8.7283,12.5302,0.3418,0.031,110.7186,5.8377,0.6373,2.9621,0.0186,0.1029,2.7415,0.3384,6.074,113.0563,3.9661,3.7962,0.5303
17-Feb-16,4.217,6.0183,4.7064,3.7038,4.2699,2.9943,3.0421,2.9962,54.1443,11.8422,8.8546,12.6635,0.3436,0.0312,112.4384,5.8958,0.6461,2.9963,0.0188,0.1045,2.7769,0.3428,6.1486,114.8123,4.0275,3.8442,0.5386
18-Feb-16,4.17,5.9523,4.6425,3.668,4.2064,2.9803,3.0464,2.9699,53.6107,11.7209,8.7587,12.5338,0.339,0.0309,111.1852,5.8228,0.6399,2.9701,0.0186,0.1033,2.7676,0.3385,6.0809,113.5312,3.9815,3.8006,0.5326
19-Feb-16,4.2065,6.029,4.6701,3.7194,4.2342,2.9927,3.0589,2.9919,54.1189,11.7813,8.84,12.6509,0.3411,0.0312,112.1614,5.869,0.6451,2.992,0.0188,0.1044,2.7828,0.3423,6.1368,114.5249,4.0156,3.8277,0.5372
22-Feb-16,4.1965,5.945,4.6533,3.7208,4.2314,3.0171,3.0531,2.9921,54.0028,11.7327,8.8143,12.6323,0.341,0.0312,111.8918,5.8561,0.6437,2.9919,0.0187,0.1038,2.7986,0.3409,6.1191,114.2527,4.0041,3.8244,0.5359
23-Feb-16,4.1955,5.9247,4.6283,3.7405,4.2183,3.0388,3.0576,2.9857,54.0212,11.7381,8.8122,12.616,0.3404,0.0313,111.8651,5.8328,0.6429,2.9859,0.0187,0.1042,2.8066,0.3383,6.1119,114.2286,4.0047,3.82,0.5358
24-Feb-16,4.22,5.8979,4.6424,3.7647,4.2459,3.038,3.0624,3.0061,54.3219,11.8224,8.8581,12.7013,0.3421,0.0315,112.5183,5.864,0.6459,3.0063,0.0189,0.1048,2.7947,0.3422,6.1565,114.8894,4.0335,3.848,0.5389
25-Feb-16,4.2195,5.8795,4.649,3.7649,4.2604,3.0279,3.0772,3.005,54.3117,11.8293,8.8598,12.6678,0.3398,0.0315,112.505,5.8479,0.6458,3.0053,0.0189,0.1047,2.8085,0.3425,6.1433,114.8789,4.0349,3.8396,0.5389
26-Feb-16,4.2115,5.8944,4.6419,3.7318,4.2478,3.0413,3.1102,3.0083,54.2146,11.8102,8.8757,12.6747,0.3408,0.0315,112.2992,5.8508,0.6442,3.008,0.0189,0.1045,2.8438,0.3432,6.1249,114.6611,4.0288,3.828,0.5379
29-Feb-16,4.205,5.8315,4.5923,3.728,4.2117,3.0028,3.1031,2.9932,54.0975,11.7919,8.8526,12.6369,0.3403,0.0314,112.1184,5.8386,0.6423,2.9929,0.0189,0.1044,2.7776,0.3419,6.1409,114.4825,4.018,3.8381,0.537
1-Mar-16,4.172,5.8201,4.5364,3.6847,4.1724,2.9869,3.0877,2.9764,53.6744,11.7166,8.8082,12.5974,0.3384,0.0313,111.2519,5.7628,0.6372,2.9764,0.0187,0.1036,2.7558,0.34,6.1312,113.5825,3.9851,3.8321,0.5328
2-Mar-16,4.165,5.8083,4.5251,3.6415,4.1663,3.0082,3.0961,2.9691,53.5678,11.7068,8.8102,12.5649,0.3393,0.0313,111.0652,5.7565,0.6359,2.9693,0.0187,0.1034,2.7531,0.3386,6.1553,113.3982,3.9771,3.847,0.5319
3-Mar-16,4.1345,5.8141,4.4967,3.6312,4.1482,3.0238,3.0786,2.9672,53.1673,11.6432,8.7837,12.5585,0.3401,0.0312,110.2416,5.7068,0.6319,2.9674,0.0185,0.1027,2.7645,0.3392,6.1384,112.5616,3.9476,3.8364,0.528
4-Mar-16,4.12,5.8257,4.5069,3.6221,4.1438,3.0385,3.0705,2.9809,53.0384,11.6253,8.779,12.5646,0.3415,0.0314,109.855,5.6956,0.6318,2.9808,0.0185,0.1027,2.7839,0.3371,6.123,112.1714,3.9337,3.827,0.5262
7-Mar-16,4.0975,5.7941,4.4855,3.6097,4.101,3.0367,3.0695,2.9625,52.7468,11.5618,8.7302,12.508,0.3399,0.0313,109.2521,0,0.6289,2.9623,0.0184,0.1021,2.7724,0.3331,6.1025,111.5573,3.9126,3.8046,0.5233
8-Mar-16,4.1075,5.8456,4.5298,3.637,4.1446,3.049,3.0824,2.968,52.8867,11.5933,8.7561,12.5282,0.3396,0.0313,109.5188,5.6966,0.6313,2.9678,0.0184,0.1023,2.7734,0.3386,6.0911,111.8311,3.9229,3.8069,0.5246
9-Mar-16,4.13,5.8716,4.5334,3.6709,4.1386,3.0787,3.0799,2.9826,53.1884,11.6847,8.8134,12.5653,0.3403,0.0314,110.1188,5.7442,0.6341,2.9826,0.0185,0.1028,2.7869,0.341,6.1371,112.4377,3.9444,3.8357,0.5274
10-Mar-16,4.099,5.8267,4.4941,3.614,4.1115,3.0687,3.0939,2.9691,52.7868,11.6267,8.7877,12.4664,0.3412,0.0314,109.2922,5.6958,0.6292,2.9692,0.0184,0.102,2.7357,0.339,6.1124,111.5982,3.9144,3.8206,0.5235
11-Mar-16,4.0885,5.8327,4.5436,3.5944,4.139,3.0615,3.0814,2.9682,52.6821,11.6274,8.767,12.4962,0.3426,0.0313,109.015,5.6766,0.629,2.9681,0.0183,0.1017,2.7313,0.3382,6.0818,111.3093,3.9078,3.8011,0.5222
14-Mar-16,4.104,5.8862,4.5622,3.6135,4.1568,3.0907,3.0934,2.9855,52.8934,11.6857,8.805,12.5624,0.3457,0.0314,109.4327,5.7244,0.6319,2.9856,0.0184,0.1021,2.7583,0.3394,6.1203,111.7343,3.923,3.8252,0.4586
15-Mar-16,4.1335,5.883,4.5927,3.6578,4.1896,3.0881,3.0954,2.998,53.2668,11.7745,8.837,12.6077,0.3472,0.0314,110.2193,5.7683,0.6348,2.9983,0.0185,0.1031,2.749,0.3419,6.1421,112.5405,3.9493,3.8389,0.4618
16-Mar-16,4.134,5.8362,4.5834,3.6378,4.1802,3.09,3.0958,2.9953,53.2718,11.8081,8.8362,12.6027,0.3464,0.0312,110.2341,5.7617,0.6343,2.9952,0.0185,0.1029,2.7357,0.3422,6.1436,112.5541,3.9501,3.8397,0.4619
17-Mar-16,4.0595,5.8051,4.5834,3.634,4.1713,3.1015,3.1283,2.9909,52.3354,11.6686,8.764,12.5069,0.3482,0.031,108.2461,5.6516,0.6258,2.9634,0.0182,0.101,2.7694,0.336,6.0894,110.5197,3.8789,3.8058,0.4572
18-Mar-16,4.053,5.8432,4.5655,3.6423,4.176,3.0868,3.11,2.9831,52.2516,11.6265,8.7528,12.5093,0.3485,0.0309,108.0742,5.7058,0.6254,2.983,0.0182,0.1009,2.7542,0.3355,6.0819,110.3458,3.872,3.8012,0.4564
21-Mar-16,4.0575,5.8418,4.5643,3.6421,4.1748,3.0906,3.1085,2.9855,52.3251,11.6261,8.7559,12.554,0.35,0.0309,108.1942,5.7054,0.626,2.9865,0.0182,0.1011,2.7516,0.3359,6.1066,110.4713,3.8754,3.817,0.4569
22-Mar-16,4.0075,5.7131,4.4884,3.5893,4.1238,3.0355,3.0599,2.9416,51.687,11.4697,8.6546,12.3483,0.3456,0.0304,106.861,5.6311,0.6169,2.9415,0.018,0.1001,2.6999,0.3323,6.0006,109.11,3.8271,3.7504,0.4513
23-Mar-16,3.9935,5.6648,4.4695,3.5512,4.0957,3.0413,3.0562,2.9262,51.4835,11.3832,8.6104,12.2904,0.3438,0.0303,106.4877,5.5971,0.6148,2.9259,0.0179,0.0994,2.6832,0.3311,5.9778,108.7273,3.8124,3.7362,0.4497
24-Mar-16,4.027,5.6642,4.4965,3.5666,4.1256,3.017,3.0381,2.9381,51.899,11.3907,8.677,12.3715,0.3449,0.0304,107.3824,5.6304,0.6181,2.9381,0.018,0.1001,2.6906,0.3339,6.0221,109.6409,3.8453,3.7619,0.4535
25-Mar-16,4.037,5.7057,4.5069,3.574,4.1282,3.0397,3.0479,2.9445,52.04,11.4408,8.6976,12.3815,0.3452,0.0305,107.6404,5.6349,0.6198,2.9446,0.0181,0.1004,2.7056,0.3347,6.0388,109.9132,3.8552,3.7712,0.4546
28-Mar-16,4.0135,5.6893,4.4835,3.5381,4.1109,3.025,3.0313,2.9307,51.7324,11.3493,8.6442,12.3,0.3444,0.03,107.0224,5.6033,0.616,2.9306,0.018,0.0998,2.6902,0.3328,6.0231,109.2733,3.8332,3.7648,0.452
29-Mar-16,3.9995,5.7001,4.472,3.5168,4.1018,3.0094,3.0296,2.9221,51.5595,11.294,8.6271,12.2652,0.3431,0.0299,106.6392,5.5957,0.6143,2.9221,0.0179,0.0994,2.6941,0.3316,6.0113,108.8907,3.8198,3.757,0.4504
30-Mar-16,3.942,5.6725,4.4625,3.5123,4.0884,3.0206,3.0222,2.9186,50.8422,11.1843,8.564,12.2199,0.3445,0.0297,105.1144,5.514,0.6085,2.909,0.0177,0.098,2.7283,0.3269,5.9417,107.3252,3.7638,3.7136,0.4439
31-Mar-16,3.902,5.613,4.4315,3.4738,4.0534,2.9936,3.0122,2.8976,50.324,11.0852,8.4881,12.1329,0.3428,0.0294,104.0464,5.4886,0.6036,2.8977,0.0175,0.0969,2.7008,0.3235,5.8925,106.2361,3.7258,3.6829,0.4394
1-Apr-16,3.8915,5.5742,4.4349,3.4639,4.0517,2.9861,2.9887,2.8859,50.1834,11.0806,8.457,12.0667,0.3381,0.0296,103.7609,5.4824,0.6019,2.8858,0.0175,0.0966,2.6869,0.3227,5.8695,105.9517,3.7149,3.6661,0.4382
4-Apr-16,3.9055,5.5439,4.4402,3.5,4.0657,2.9756,2.9907,2.8875,50.3633,11.0849,8.4571,12.0783,0.3396,0.0297,104.1397,5.5034,0.6028,2.8876,0.0175,0.097,2.6788,0.3255,5.9045,106.3271,3.7311,3.6904,0.4398
5-Apr-16,3.9245,5.585,4.4618,3.5511,4.0891,2.9685,2.9904,2.8942,50.6015,11.1239,8.4863,12.0985,0.3384,0.0297,104.652,5.5217,0.6063,2.8935,0.0176,0.0974,2.661,0.327,5.9088,106.8444,3.7499,3.693,0.442
6-Apr-16,3.9195,5.531,4.4484,3.5504,4.079,2.9602,2.9788,2.8898,50.5286,11.1003,8.4682,12.076,0.3378,0.0296,104.5131,5.518,0.6046,2.8901,0.0176,0.0972,2.6619,0.3305,5.8774,106.7097,3.7436,3.6734,0.4414
7-Apr-16,3.915,5.5156,4.458,3.6121,4.0958,2.9678,2.9937,2.9022,50.4715,11.1222,8.4924,12.0962,0.3395,0.0297,104.4014,5.5043,0.605,2.9022,0.0176,0.097,2.6741,0.3312,5.8912,106.5901,3.7405,3.6819,0.4409
8-Apr-16,3.9025,5.5051,4.4438,3.5821,4.0793,2.9462,2.9819,2.8919,50.3081,11.1182,8.4635,12.0425,0.3385,0.0297,104.0653,5.4987,0.6029,2.8918,0.0175,0.0966,2.649,0.333,5.8552,106.2498,3.7282,3.6692,0.4395
11-Apr-16,3.889,5.5212,4.4309,3.5954,4.0708,2.9383,2.9925,2.8901,50.1283,11.0924,8.4351,12.0235,0.339,0.0296,103.7039,5.477,0.601,2.8899,0.0174,0.0965,2.6527,0.3318,5.8591,105.8779,3.7135,3.6616,0.438
12-Apr-16,3.881,5.5469,4.4375,3.5841,4.0805,2.9707,3.0152,2.8852,50.0448,11.0862,8.426,12.0114,0.3396,0.0296,103.4906,5.4787,0.6008,2.8853,0.0174,0.0962,2.6746,0.3311,5.8378,105.6658,3.7063,3.6486,0.4371
13-Apr-16,3.8725,5.5011,4.3908,3.5467,4.0334,2.9692,3.027,2.8719,49.931,11.0532,8.403,11.9703,0.3376,0.0294,103.2653,5.4729,0.5985,2.8719,0.0174,0.0959,2.6829,0.3304,5.8194,105.433,3.6995,3.6372,0.4361
14-Apr-16,3.8915,5.5037,4.3851,3.5645,4.0285,2.9918,3.0286,2.8535,50.1634,11.1075,8.4168,12.0153,0.3374,0.0295,103.7706,5.4755,0.6002,2.8541,0.0174,0.0972,2.6737,0.332,5.8387,105.9459,3.7181,3.6506,0.4382
15-Apr-16,3.905,5.5307,4.3988,3.5706,4.036,3.0145,3.0427,2.8728,50.3433,11.146,8.4643,12.0763,0.3402,0.0296,104.1306,5.4827,0.6026,2.8722,0.0175,0.0969,2.6978,0.3332,5.8673,106.2846,3.7306,3.6582,0.4398
18-Apr-16,3.926,5.5694,4.4378,3.6211,4.0676,3.0203,3.0425,2.8956,50.6205,11.2059,8.5034,12.1274,0.3421,0.0298,104.6892,5.5183,0.6059,2.8957,0.0176,0.0974,2.7215,0.335,5.8989,106.8852,3.7492,3.6867,0.4421
19-Apr-16,3.8905,5.5714,4.4089,3.5598,4.0373,3.0239,3.0464,2.8931,50.1612,11.1436,8.4406,12.0958,0.3438,0.0296,103.7398,5.4757,0.6013,2.8932,0.0174,0.0964,2.7263,0.3319,5.8562,105.923,3.7146,3.6463,0.4381
20-Apr-16,3.869,5.5617,4.3975,3.551,4.0243,3.0232,3.0503,2.8887,49.8775,11.0796,8.3745,12.0187,0.3421,0.0294,103.1678,5.4537,0.5981,2.8882,0.0174,0.0959,2.7118,0.3301,5.8497,105.3334,3.6943,3.656,0.4357
21-Apr-16,3.8855,5.5613,4.3877,3.5398,4.0003,3.0344,3.0677,2.8854,50.0841,11.0965,8.3667,12.0283,0.3421,0.0295,103.6037,5.4833,0.5997,2.8852,0.0174,0.0961,2.7051,0.3321,5.8623,105.7869,3.7102,3.6638,0.4376
22-Apr-16,3.897,5.5902,4.3931,3.532,3.9889,3.0174,3.0562,2.8874,50.2395,11.1233,8.3528,12.0546,0.341,0.0295,103.9103,5.4882,0.6002,2.8873,0.0175,0.0962,2.6821,0.3359,5.8535,106.0957,3.7208,3.6586,0.4389
25-Apr-16,3.9075,5.6377,4.3979,3.515,4.0063,3.0121,3.0782,2.8875,50.3758,11.123,8.3351,12.0844,0.3401,0.0296,104.1889,5.4925,0.6015,2.8876,0.0175,0.097,2.6858,0.3374,5.8552,106.383,3.7301,3.6598,0.44
26-Apr-16,3.925,5.7193,4.4325,3.5403,4.0318,3.0378,3.1055,2.9034,50.605,11.1634,8.3832,12.1464,0.3416,0.0297,104.6639,5.5164,0.6045,2.9033,0.0176,0.0982,2.7051,0.3384,5.8992,106.8609,3.7458,3.687,0.442
27-Apr-16,3.9145,5.7118,4.432,3.5204,4.0254,2.985,3.1101,2.9006,50.466,11.1423,8.3715,12.0874,0.3407,0.0297,104.377,5.512,0.6029,2.9007,0.0176,0.0975,2.6852,0.336,5.8909,106.5765,3.735,3.6815,0.4408
28-Apr-16,3.897,5.6912,4.4262,3.6042,4.0312,2.9765,3.1063,2.9014,50.2353,11.1271,8.3305,12.0695,0.3421,0.0296,103.9159,5.492,0.6014,2.9013,0.0175,0.0962,2.7121,0.3331,5.8641,106.1,3.718,3.665,0.4389
29-Apr-16,3.9035,5.6915,4.4416,3.6449,4.0526,2.9776,3.1156,2.9054,50.3174,11.1816,8.3248,12.0919,0.3422,0.0296,104.0892,5.5174,0.602,2.9055,0.0175,0.0957,2.72,0.3351,5.8701,106.277,3.7249,3.6688,0.4396
3-May-16,3.9305,5.7824,4.5568,3.7184,4.1522,2.9858,3.1405,2.9268,50.6553,11.2719,8.386,12.1989,0.3444,0.0298,104.8022,5.5945,0.6068,2.9267,0.0176,0.0963,2.7565,0.3388,5.9239,107.0135,3.7514,3.7025,0.4426
4-May-16,3.9905,5.7792,4.5851,3.7352,4.1772,2.9865,3.1321,2.9447,51.419,11.3592,8.4562,12.3381,0.3449,0.0301,106.4063,5.6945,0.6139,2.9437,0.0179,0.0978,2.7485,0.344,5.9926,108.6457,3.8123,3.7454,0.4494
5-May-16,4.0055,5.8102,4.5815,3.733,4.1655,2.9991,3.1244,2.9522,51.611,11.413,8.4746,12.3722,0.3433,0.0302,106.8034,5.6875,0.6159,2.9515,0.018,0.0985,2.7604,0.3444,6.0256,109.054,3.8277,3.766,0.4511
6-May-16,4.004,5.8012,4.5738,3.7447,4.1402,2.9517,3.118,2.9468,51.5903,11.4087,8.5083,12.362,0.3421,0.0302,106.7634,5.6722,0.6161,2.9472,0.018,0.0981,2.7403,0.3452,6.0161,109.0132,3.8259,3.7601,0.4509
9-May-16,4.013,5.792,4.5722,3.7204,4.1412,2.9504,3.103,2.9419,51.7073,11.4246,8.5229,12.3724,0.3431,0.0302,107.0034,5.688,0.6168,2.9412,0.018,0.0984,2.7415,0.3465,6.0405,109.2553,3.8338,3.7753,0.4519
10-May-16,4.049,5.8482,4.6136,3.7155,4.1686,2.9847,3.1333,2.961,52.1641,11.4999,8.6656,12.4535,0.346,0.0305,107.9633,5.7259,0.6215,2.9611,0.0182,0.0992,2.7391,0.3467,6.0768,110.2399,3.8682,3.798,0.456
11-May-16,4.035,5.8183,4.5955,3.7126,4.1423,2.9639,3.1226,2.9455,51.9957,11.433,8.6812,12.384,0.3448,0.0303,107.5914,5.6958,0.6198,2.9455,0.0181,0.0992,2.7386,0.3472,6.0504,109.8572,3.8559,3.7815,0.4544
12-May-16,4.0255,5.8104,4.5921,3.6945,4.1496,2.9533,3.1334,2.9389,51.8723,11.4072,8.6366,12.3728,0.3449,0.0303,107.3367,5.6895,0.618,2.939,0.0181,0.0996,2.7482,0.3455,6.0425,109.6001,3.8446,3.7767,0.4533
13-May-16,4.0265,5.8042,4.5707,3.7034,4.1487,2.9361,3.131,2.9379,51.8755,11.3583,8.6406,12.338,0.3437,0.0302,107.3633,5.6893,0.6177,2.9382,0.018,0.0997,2.7392,0.3462,6.0327,109.6258,3.8474,3.7705,0.4534
16-May-16,4.03,5.7859,4.5628,3.7035,4.1291,2.9389,3.1203,2.9445,51.9133,11.3971,8.6751,12.3449,0.3421,0.0303,107.4566,5.6862,0.6179,2.9444,0.018,0.0995,2.7374,0.345,6.0347,109.7211,3.8489,3.7716,0.4538
17-May-16,4.0185,5.815,4.551,3.6653,4.1074,2.9434,3.1151,2.9359,51.7711,11.3221,8.655,12.3071,0.342,0.0302,107.15,5.664,0.6159,2.9358,0.018,0.0995,2.7316,0.344,6.0198,109.4035,3.8376,3.7623,0.4525
18-May-16,4.0495,5.8374,4.561,3.698,4.1166,2.9454,3.1222,2.9405,52.1634,11.375,8.6713,12.3713,0.3417,0.0302,107.9968,5.7099,0.6195,2.9406,0.0182,0.1001,2.7405,0.3461,6.0494,110.252,3.867,3.7809,0.456
19-May-16,4.0815,5.9782,4.5815,3.7079,4.1371,2.9442,3.1217,2.9613,52.5499,11.4472,8.7146,12.4618,0.3429,0.0301,108.8298,5.7474,0.6237,2.9608,0.0183,0.101,2.7554,0.3494,6.0655,111.1399,3.897,3.7912,0.4596
20-May-16,4.0815,5.948,4.5801,3.6992,4.1194,2.954,3.119,2.956,52.5526,11.4328,8.7286,12.4628,0.3427,0.03,108.811,5.7403,0.6236,2.9563,0.0183,0.1011,2.7607,0.3488,6.0478,111.1232,3.8951,3.7799,0.4596
23-May-16,4.083,5.9365,4.5775,3.7255,4.1199,2.9494,3.1096,2.9597,52.5621,11.4578,8.7272,12.4874,0.3448,0.0301,108.8698,5.74,0.6231,2.9596,0.0183,0.1001,2.7734,0.3487,6.0615,111.1641,3.8947,3.7884,0.4598
24-May-16,4.123,5.9928,4.6087,3.7638,4.155,2.9537,3.1305,2.9813,53.0774,11.5377,8.7864,12.6201,0.3458,0.0301,109.9393,5.7936,0.6289,2.9812,0.0185,0.1021,2.7746,0.3518,6.0906,112.2531,3.9343,3.8067,0.4643
25-May-16,4.1035,6.0108,4.574,3.7228,4.1368,2.9521,3.1284,2.9731,52.8342,11.5008,8.7682,12.5774,0.3469,0.0301,109.3975,5.7673,0.6253,2.9731,0.0184,0.1014,2.7703,0.3477,6.091,111.7268,3.9161,3.807,0.4621
26-May-16,4.0815,5.9955,4.5623,3.713,4.1175,2.9407,3.1426,2.9629,52.5587,11.4649,8.7417,12.5388,0.3452,0.03,108.8328,5.7301,0.6223,2.963,0.0182,0.1008,2.7444,0.345,6.0746,111.1278,3.8947,3.7951,0.4596
